time,temperature_2m (°F),relativehumidity_2m (%),cloudcover (%),direct_radiation (W/m²),diffuse_radiation (W/m²)
2020-12-01T00:00,42.9,64,0,0,0
2020-12-01T01:00,39.9,78,0,0,0
2020-12-01T02:00,39.2,75,0,0,0
2020-12-01T03:00,37.4,76,0,0,0
2020-12-01T04:00,32.8,81,0,0,0
2020-12-01T05:00,33,79,0,0,0
2020-12-01T06:00,34,78,0,0,0
2020-12-01T07:00,33.1,79,0,0,0
2020-12-01T08:00,37.8,70,0,41,23
2020-12-01T09:00,46,50,0,169,55
2020-12-01T10:00,51.5,46,0,304,68
2020-12-01T11:00,54.8,42,0,404,76
2020-12-01T12:00,57.1,37,0,451,79
2020-12-01T13:00,60.3,35,0,441,78
2020-12-01T14:00,61.8,33,0,374,74
2020-12-01T15:00,62.3,32,0,260,64
2020-12-01T16:00,61.8,34,0,119,46
2020-12-01T17:00,57.5,37,0,13,10
2020-12-01T18:00,52.7,46,0,0,0
2020-12-01T19:00,47.5,58,0,0,0
2020-12-01T20:00,45.2,64,0,0,0
2020-12-01T21:00,43.3,65,0,0,0
2020-12-01T22:00,41.4,69,0,0,0
2020-12-01T23:00,41.2,71,0,0,0
2020-12-02T00:00,42.4,71,0,0,0
2020-12-02T01:00,38.5,77,0,0,0
2020-12-02T02:00,36.8,82,1,0,0
2020-12-02T03:00,37.1,79,3,0,0
2020-12-02T04:00,35.7,80,11,0,0
2020-12-02T05:00,33.5,82,10,0,0
2020-12-02T06:00,33.4,83,11,0,0
2020-12-02T07:00,35.1,76,4,0,0
2020-12-02T08:00,39.5,68,0,40,22
2020-12-02T09:00,47.8,54,0,168,53
2020-12-02T10:00,53,42,1,302,68
2020-12-02T11:00,57,40,1,403,77
2020-12-02T12:00,61.4,36,2,452,78
2020-12-02T13:00,64.8,30,6,442,78
2020-12-02T14:00,66.3,27,4,375,73
2020-12-02T15:00,66.7,28,1,261,64
2020-12-02T16:00,64,29,0,119,46
2020-12-02T17:00,57.5,38,2,13,10
2020-12-02T18:00,55.8,41,5,0,0
2020-12-02T19:00,49.5,53,9,0,0
2020-12-02T20:00,47.7,55,9,0,0
2020-12-02T21:00,46.9,54,7,0,0
2020-12-02T22:00,45.5,55,0,0,0
2020-12-02T23:00,44.4,58,0,0,0
2020-12-03T00:00,44.5,60,0,0,0
2020-12-03T01:00,43.2,57,0,0,0
2020-12-03T02:00,42.3,67,0,0,0
2020-12-03T03:00,39.8,70,0,0,0
2020-12-03T04:00,38.2,75,0,0,0
2020-12-03T05:00,37.1,76,0,0,0
2020-12-03T06:00,37.7,74,0,0,0
2020-12-03T07:00,38.6,70,0,0,0
2020-12-03T08:00,44.1,53,0,38,22
2020-12-03T09:00,54.9,43,0,166,53
2020-12-03T10:00,60,29,0,301,68
2020-12-03T11:00,63,22,0,403,75
2020-12-03T12:00,65.7,19,0,451,79
2020-12-03T13:00,68.4,14,0,442,78
2020-12-03T14:00,71.3,13,0,375,74
2020-12-03T15:00,71.1,13,0,262,64
2020-12-03T16:00,71.5,9,0,120,46
2020-12-03T17:00,68.3,11,5,13,10
2020-12-03T18:00,59.2,16,11,0,0
2020-12-03T19:00,49.8,27,20,0,0
2020-12-03T20:00,47.7,30,3,0,0
2020-12-03T21:00,45.6,33,14,0,0
2020-12-03T22:00,43.8,40,24,0,0
2020-12-03T23:00,42.8,44,25,0,0
2020-12-04T00:00,42,46,30,0,0
2020-12-04T01:00,39.6,51,29,0,0
2020-12-04T02:00,41.1,49,27,0,0
2020-12-04T03:00,41,51,26,0,0
2020-12-04T04:00,39.7,51,26,0,0
2020-12-04T05:00,37,56,14,0,0
2020-12-04T06:00,36.5,63,2,0,0
2020-12-04T07:00,36.3,68,0,0,0
2020-12-04T08:00,40.3,58,0,36,21
2020-12-04T09:00,48.2,45,0,162,53
2020-12-04T10:00,53,30,0,297,67
2020-12-04T11:00,55.9,29,0,397,75
2020-12-04T12:00,61.5,27,0,447,77
2020-12-04T13:00,65.1,23,0,436,77
2020-12-04T14:00,67,21,0,370,73
2020-12-04T15:00,67.7,19,0,257,64
2020-12-04T16:00,65.2,19,0,117,46
2020-12-04T17:00,57.5,33,0,13,10
2020-12-04T18:00,53.7,40,0,0,0
2020-12-04T19:00,46.4,51,0,0,0
2020-12-04T20:00,46,53,0,0,0
2020-12-04T21:00,44.9,54,0,0,0
2020-12-04T22:00,42.6,56,0,0,0
2020-12-04T23:00,41.4,58,1,0,0
2020-12-05T00:00,42,58,5,0,0
2020-12-05T01:00,40.9,62,8,0,0
2020-12-05T02:00,40.6,67,1,0,0
2020-12-05T03:00,40.5,69,0,0,0
2020-12-05T04:00,37.4,73,0,0,0
2020-12-05T05:00,36.1,76,0,0,0
2020-12-05T06:00,35.7,78,0,0,0
2020-12-05T07:00,34.6,78,0,0,0
2020-12-05T08:00,41.7,62,0,35,21
2020-12-05T09:00,49.2,45,0,161,53
2020-12-05T10:00,55.7,36,0,297,67
2020-12-05T11:00,59.3,32,0,397,75
2020-12-05T12:00,62.2,27,0,445,79
2020-12-05T13:00,67.4,21,2,436,78
2020-12-05T14:00,68.9,19,2,370,74
2020-12-05T15:00,69,18,7,258,64
2020-12-05T16:00,65.5,22,22,111,50
2020-12-05T17:00,57.7,29,28,9,12
2020-12-05T18:00,58.2,30,29,0,0
2020-12-05T19:00,54.9,37,28,0,0
2020-12-05T20:00,53.8,36,28,0,0
2020-12-05T21:00,50.5,39,14,0,0
2020-12-05T22:00,49.6,38,0,0,0
2020-12-05T23:00,47.4,42,1,0,0
2020-12-06T00:00,47.6,41,10,0,0
2020-12-06T01:00,45.4,43,21,0,0
2020-12-06T02:00,42.3,50,14,0,0
2020-12-06T03:00,40.6,53,5,0,0
2020-12-06T04:00,39,57,11,0,0
2020-12-06T05:00,39.6,52,27,0,0
2020-12-06T06:00,39.2,55,6,0,0
2020-12-06T07:00,42.3,48,0,0,0
2020-12-06T08:00,42.8,47,0,33,20
2020-12-06T09:00,49.2,38,3,158,52
2020-12-06T10:00,54.4,37,11,289,68
2020-12-06T11:00,57.7,39,26,369,88
2020-12-06T12:00,59.9,41,29,333,141
2020-12-06T13:00,62.4,38,29,215,203
2020-12-06T14:00,62.7,33,26,198,169
2020-12-06T15:00,62.7,36,25,203,93
2020-12-06T16:00,61.8,47,18,85,63
2020-12-06T17:00,57.9,58,11,10,12
2020-12-06T18:00,55.3,63,10,0,0
2020-12-06T19:00,48.7,73,1,0,0
2020-12-06T20:00,46.4,75,0,0,0
2020-12-06T21:00,43.9,79,0,0,0
2020-12-06T22:00,41.5,83,0,0,0
2020-12-06T23:00,42.6,80,0,0,0
2020-12-07T00:00,45.4,72,0,0,0
2020-12-07T01:00,42.7,76,0,0,0
2020-12-07T02:00,40.9,83,0,0,0
2020-12-07T03:00,38.3,85,0,0,0
2020-12-07T04:00,37.2,84,0,0,0
2020-12-07T05:00,36.9,85,0,0,0
2020-12-07T06:00,38.2,81,0,0,0
2020-12-07T07:00,40.1,76,0,0,0
2020-12-07T08:00,40.8,68,0,32,20
2020-12-07T09:00,49,51,0,157,52
2020-12-07T10:00,55.7,41,0,291,66
2020-12-07T11:00,58.2,34,0,389,74
2020-12-07T12:00,62.2,30,0,437,78
2020-12-07T13:00,67.5,25,0,430,77
2020-12-07T14:00,70.3,22,0,366,73
2020-12-07T15:00,71.4,20,0,254,64
2020-12-07T16:00,69.9,20,0,116,45
2020-12-07T17:00,66.5,24,0,12,11
2020-12-07T18:00,60.3,31,0,0,0
2020-12-07T19:00,55.5,38,0,0,0
2020-12-07T20:00,56.5,34,0,0,0
2020-12-07T21:00,52.8,40,0,0,0
2020-12-07T22:00,48.4,46,0,0,0
2020-12-07T23:00,46,47,0,0,0
2020-12-08T00:00,45.1,48,0,0,0
2020-12-08T01:00,41.9,52,0,0,0
2020-12-08T02:00,40.3,54,0,0,0
2020-12-08T03:00,39,58,0,0,0
2020-12-08T04:00,37,59,0,0,0
2020-12-08T05:00,36.9,58,0,0,0
2020-12-08T06:00,36.2,59,0,0,0
2020-12-08T07:00,35.9,57,0,0,0
2020-12-08T08:00,43,48,0,32,19
2020-12-08T09:00,49.3,38,0,158,52
2020-12-08T10:00,55,32,0,295,67
2020-12-08T11:00,58.6,31,0,398,75
2020-12-08T12:00,62,29,0,451,76
2020-12-08T13:00,66.6,23,3,451,72
2020-12-08T14:00,67.9,22,20,357,86
2020-12-08T15:00,67.4,22,27,155,122
2020-12-08T16:00,65,24,26,63,68
2020-12-08T17:00,64.4,24,31,5,14
2020-12-08T18:00,59.1,29,37,0,0
2020-12-08T19:00,52.4,39,29,0,0
2020-12-08T20:00,48.9,42,7,0,0
2020-12-08T21:00,47.2,46,3,0,0
2020-12-08T22:00,44.5,50,8,0,0
2020-12-08T23:00,43,55,11,0,0
2020-12-09T00:00,42.8,60,2,0,0
2020-12-09T01:00,39.6,63,1,0,0
2020-12-09T02:00,40.2,74,11,0,0
2020-12-09T03:00,38.8,77,21,0,0
2020-12-09T04:00,37.1,77,22,0,0
2020-12-09T05:00,35.4,76,14,0,0
2020-12-09T06:00,34.7,76,9,0,0
2020-12-09T07:00,33.5,72,4,0,0
2020-12-09T08:00,39.5,61,5,30,19
2020-12-09T09:00,49.1,46,1,153,52
2020-12-09T10:00,55.5,35,0,290,67
2020-12-09T11:00,59.5,30,0,393,74
2020-12-09T12:00,62.7,29,0,443,78
2020-12-09T13:00,66.8,22,0,436,77
2020-12-09T14:00,68.5,20,0,372,73
2020-12-09T15:00,69.1,19,0,258,65
2020-12-09T16:00,66.6,24,7,119,46
2020-12-09T17:00,58.5,36,20,13,10
2020-12-09T18:00,56.3,38,11,0,0
2020-12-09T19:00,50.4,45,15,0,0
2020-12-09T20:00,48.7,44,23,0,0
2020-12-09T21:00,45.2,47,9,0,0
2020-12-09T22:00,48.6,44,11,0,0
2020-12-09T23:00,46.4,45,28,0,0
2020-12-10T00:00,44.2,50,29,0,0
2020-12-10T01:00,42.7,50,27,0,0
2020-12-10T02:00,39.7,59,30,0,0
2020-12-10T03:00,38.7,58,0,0,0
2020-12-10T04:00,36.2,59,4,0,0
2020-12-10T05:00,37.2,54,0,0,0
2020-12-10T06:00,37.3,54,5,0,0
2020-12-10T07:00,37.4,57,7,0,0
2020-12-10T08:00,40.6,53,0,28,18
2020-12-10T09:00,46.8,42,2,135,60
2020-12-10T10:00,51.3,40,4,236,92
2020-12-10T11:00,55.2,42,2,380,80
2020-12-10T12:00,59.2,39,7,416,92
2020-12-10T13:00,63.8,30,0,424,82
2020-12-10T14:00,64.9,30,0,370,72
2020-12-10T15:00,65.4,30,0,258,64
2020-12-10T16:00,63.3,30,0,119,46
2020-12-10T17:00,60.7,36,0,13,11
2020-12-10T18:00,61.8,32,0,0,0
2020-12-10T19:00,49.8,54,0,0,0
2020-12-10T20:00,47.9,56,0,0,0
2020-12-10T21:00,45.1,60,0,0,0
2020-12-10T22:00,42.7,66,0,0,0
2020-12-10T23:00,41.7,67,0,0,0
2020-12-11T00:00,41.6,69,6,0,0
2020-12-11T01:00,39.7,73,2,0,0
2020-12-11T02:00,39,76,9,0,0
2020-12-11T03:00,38.2,78,17,0,0
2020-12-11T04:00,36.7,78,26,0,0
2020-12-11T05:00,38,73,30,0,0
2020-12-11T06:00,39.6,70,30,0,0
2020-12-11T07:00,41.9,66,41,0,0
2020-12-11T08:00,44.6,60,68,5,26
2020-12-11T09:00,47,58,91,32,104
2020-12-11T10:00,50.8,57,20,54,173
2020-12-11T11:00,53.9,55,68,322,102
2020-12-11T12:00,55.4,50,35,212,197
2020-12-11T13:00,58.6,42,59,350,121
2020-12-11T14:00,60.3,40,26,352,77
2020-12-11T15:00,60.2,39,25,250,64
2020-12-11T16:00,59.3,37,65,96,50
2020-12-11T17:00,57.9,41,40,7,11
2020-12-11T18:00,57.7,40,53,0,0
2020-12-11T19:00,55.2,49,69,0,0
2020-12-11T20:00,55.1,52,100,0,0
2020-12-11T21:00,54.6,54,100,0,0
2020-12-11T22:00,54.3,56,100,0,0
2020-12-11T23:00,54.1,59,100,0,0
2020-12-12T00:00,53.8,59,100,0,0
2020-12-12T01:00,53,65,100,0,0
2020-12-12T02:00,50.5,88,100,0,0
2020-12-12T03:00,50.2,88,100,0,0
2020-12-12T04:00,49.7,87,100,0,0
2020-12-12T05:00,49.6,86,100,0,0
2020-12-12T06:00,49.4,84,100,0,0
2020-12-12T07:00,50.2,83,100,0,0
2020-12-12T08:00,50.2,83,100,0,5
2020-12-12T09:00,50.5,81,100,0,20
2020-12-12T10:00,50.7,80,100,7,63
2020-12-12T11:00,51.4,84,100,51,130
2020-12-12T12:00,51.8,85,51,85,157
2020-12-12T13:00,53.3,79,50,105,161
2020-12-12T14:00,55.5,77,97,15,163
2020-12-12T15:00,55.4,76,95,41,90
2020-12-12T16:00,55.3,75,30,13,65
2020-12-12T17:00,54.1,80,14,8,10
2020-12-12T18:00,53.2,83,14,0,0
2020-12-12T19:00,49.5,91,43,0,0
2020-12-12T20:00,51.8,86,45,0,0
2020-12-12T21:00,48.4,90,44,0,0
2020-12-12T22:00,46.8,93,36,0,0
2020-12-12T23:00,47.3,92,38,0,0
2020-12-13T00:00,47.7,92,35,0,0
2020-12-13T01:00,47.2,97,43,0,0
2020-12-13T02:00,46.9,95,91,0,0
2020-12-13T03:00,47,97,90,0,0
2020-12-13T04:00,45.7,97,78,0,0
2020-12-13T05:00,45.1,96,77,0,0
2020-12-13T06:00,46.6,95,55,0,0
2020-12-13T07:00,47.8,91,53,0,0
2020-12-13T08:00,49,88,67,1,23
2020-12-13T09:00,50.6,81,74,13,93
2020-12-13T10:00,54.9,73,62,106,125
2020-12-13T11:00,56.8,68,89,39,155
2020-12-13T12:00,57.5,66,93,80,155
2020-12-13T13:00,58.6,69,100,0,68
2020-12-13T14:00,54.9,87,100,1,71
2020-12-13T15:00,54,88,100,0,41
2020-12-13T16:00,54,86,100,0,18
2020-12-13T17:00,55.3,83,100,0,5
2020-12-13T18:00,55,84,82,0,0
2020-12-13T19:00,52.2,91,100,0,0
2020-12-13T20:00,50.5,92,100,0,0
2020-12-13T21:00,51.3,88,100,0,0
2020-12-13T22:00,50.9,88,71,0,0
2020-12-13T23:00,51.5,90,75,0,0
2020-12-14T00:00,51.9,87,87,0,0
2020-12-14T01:00,50.8,91,76,0,0
2020-12-14T02:00,50.6,92,59,0,0
2020-12-14T03:00,50.4,90,38,0,0
2020-12-14T04:00,47.9,92,27,0,0
2020-12-14T05:00,46.6,92,24,0,0
2020-12-14T06:00,46,91,35,0,0
2020-12-14T07:00,46.1,87,32,0,0
2020-12-14T08:00,45.9,88,26,19,15
2020-12-14T09:00,48,84,63,86,61
2020-12-14T10:00,50,83,84,118,124
2020-12-14T11:00,51.2,75,88,140,164
2020-12-14T12:00,52.5,71,53,122,202
2020-12-14T13:00,55.7,61,78,143,211
2020-12-14T14:00,57,57,65,198,143
2020-12-14T15:00,56.3,59,75,119,117
2020-12-14T16:00,54.7,59,4,102,48
2020-12-14T17:00,53,65,0,13,11
2020-12-14T18:00,51.3,68,0,0,0
2020-12-14T19:00,47.5,80,0,0,0
2020-12-14T20:00,45.4,84,0,0,0
2020-12-14T21:00,42.4,88,0,0,0
2020-12-14T22:00,42,85,17,0,0
2020-12-14T23:00,42.4,83,11,0,0
2020-12-15T00:00,44.2,79,0,0,0
2020-12-15T01:00,43.4,84,0,0,0
2020-12-15T02:00,39.9,89,0,0,0
2020-12-15T03:00,38,91,0,0,0
2020-12-15T04:00,37,92,0,0,0
2020-12-15T05:00,36.9,91,0,0,0
2020-12-15T06:00,37.1,90,0,0,0
2020-12-15T07:00,37.8,89,0,0,0
2020-12-15T08:00,40.6,87,0,22,16
2020-12-15T09:00,43.6,83,0,134,50
2020-12-15T10:00,46.9,75,0,265,66
2020-12-15T11:00,49.6,70,18,368,75
2020-12-15T12:00,52,68,23,414,82
2020-12-15T13:00,54.8,58,26,395,90
2020-12-15T14:00,55.4,55,23,255,135
2020-12-15T15:00,55.9,53,15,209,87
2020-12-15T16:00,54.8,67,16,81,65
2020-12-15T17:00,51.7,61,1,9,13
2020-12-15T18:00,48.2,71,0,0,0
2020-12-15T19:00,43.9,84,0,0,0
2020-12-15T20:00,42.7,85,0,0,0
2020-12-15T21:00,41.5,87,0,0,0
2020-12-15T22:00,40.8,88,0,0,0
2020-12-15T23:00,40.6,86,0,0,0
2020-12-16T00:00,40.8,86,0,0,0
2020-12-16T01:00,38.8,89,0,0,0
2020-12-16T02:00,37.9,86,0,0,0
2020-12-16T03:00,38.5,84,0,0,0
2020-12-16T04:00,36.2,87,0,0,0
2020-12-16T05:00,34.3,89,1,0,0
2020-12-16T06:00,34,89,9,0,0
2020-12-16T07:00,36,89,8,0,0
2020-12-16T08:00,38.3,84,12,21,16
2020-12-16T09:00,42.5,77,20,132,50
2020-12-16T10:00,45.7,71,27,256,70
2020-12-16T11:00,48.6,65,27,347,85
2020-12-16T12:00,51.2,63,30,394,91
2020-12-16T13:00,55.3,51,30,329,128
2020-12-16T14:00,57.2,54,29,223,151
2020-12-16T15:00,57,56,29,166,109
2020-12-16T16:00,55.9,63,29,67,73
2020-12-16T17:00,52.2,68,41,7,15
2020-12-16T18:00,49.6,72,72,0,0
2020-12-16T19:00,47.8,81,70,0,0
2020-12-16T20:00,47.2,83,74,0,0
2020-12-16T21:00,47,83,87,0,0
2020-12-16T22:00,47.3,82,90,0,0
2020-12-16T23:00,47.1,80,84,0,0
2020-12-17T00:00,49,76,85,0,0
2020-12-17T01:00,48.7,81,68,0,0
2020-12-17T02:00,48.1,77,42,0,0
2020-12-17T03:00,48.2,75,86,0,0
2020-12-17T04:00,48.4,77,52,0,0
2020-12-17T05:00,49.3,75,60,0,0
2020-12-17T06:00,50,78,74,0,0
2020-12-17T07:00,51.3,82,100,0,0
2020-12-17T08:00,51.3,86,100,3,4
2020-12-17T09:00,51.2,84,44,49,36
2020-12-17T10:00,53.2,82,31,145,89
2020-12-17T11:00,54.3,80,20,215,93
2020-12-17T12:00,56.5,76,34,322,95
2020-12-17T13:00,59,63,32,208,107
2020-12-17T14:00,58.2,56,41,265,91
2020-12-17T15:00,59.4,56,34,199,70
2020-12-17T16:00,58.7,55,36,81,46
2020-12-17T17:00,56.3,58,23,8,11
2020-12-17T18:00,55,61,14,0,0
2020-12-17T19:00,51.2,76,20,0,0
2020-12-17T20:00,49.8,79,22,0,0
2020-12-17T21:00,48.8,82,19,0,0
2020-12-17T22:00,48.3,84,15,0,0
2020-12-17T23:00,47.2,86,15,0,0
2020-12-18T00:00,46.5,87,15,0,0
2020-12-18T01:00,43.6,91,13,0,0
2020-12-18T02:00,45.1,91,55,0,0
2020-12-18T03:00,45.6,89,29,0,0
2020-12-18T04:00,43.3,92,50,0,0
2020-12-18T05:00,43.4,93,54,0,0
2020-12-18T06:00,43.7,94,58,0,0
2020-12-18T07:00,40,96,32,0,0
2020-12-18T08:00,42.2,92,26,15,14
2020-12-18T09:00,46.7,81,23,96,63
2020-12-18T10:00,48.8,76,6,217,80
2020-12-18T11:00,51.3,70,7,348,85
2020-12-18T12:00,53.2,66,2,419,78
2020-12-18T13:00,56.7,59,2,416,77
2020-12-18T14:00,57.8,53,0,358,73
2020-12-18T15:00,58,53,1,252,64
2020-12-18T16:00,56.8,62,0,110,47
2020-12-18T17:00,57,55,0,14,12
2020-12-18T18:00,54.9,56,0,0,0
2020-12-18T19:00,47.3,73,0,0,0
2020-12-18T20:00,45.8,79,0,0,0
2020-12-18T21:00,43.7,85,0,0,0
2020-12-18T22:00,41.9,85,0,0,0
2020-12-18T23:00,41.4,86,0,0,0
2020-12-19T00:00,41.5,87,1,0,0
2020-12-19T01:00,38.8,89,0,0,0
2020-12-19T02:00,39.6,88,0,0,0
2020-12-19T03:00,37.6,91,0,0,0
2020-12-19T04:00,36.5,91,77,0,0
2020-12-19T05:00,35.7,93,78,0,0
2020-12-19T06:00,35.1,93,76,0,0
2020-12-19T07:00,34.8,92,86,0,0
2020-12-19T08:00,36.4,92,65,15,17
2020-12-19T09:00,41.4,84,73,101,65
2020-12-19T10:00,46,74,0,260,70
2020-12-19T11:00,50.9,64,0,350,89
2020-12-19T12:00,54,57,0,429,77
2020-12-19T13:00,57,45,0,426,77
2020-12-19T14:00,58.2,49,0,367,73
2020-12-19T15:00,58.6,50,0,259,64
2020-12-19T16:00,57.3,53,0,122,47
2020-12-19T17:00,51.7,70,0,15,12
2020-12-19T18:00,50.6,68,0,0,0
2020-12-19T19:00,44.8,84,1,0,0
2020-12-19T20:00,42.8,85,0,0,0
2020-12-19T21:00,46.3,75,0,0,0
2020-12-19T22:00,45.8,75,2,0,0
2020-12-19T23:00,43.6,78,13,0,0
2020-12-20T00:00,38.8,87,19,0,0
2020-12-20T01:00,36.2,88,0,0,0
2020-12-20T02:00,35.6,91,64,0,0
2020-12-20T03:00,35.7,92,76,0,0
2020-12-20T04:00,35.2,92,76,0,0
2020-12-20T05:00,34.4,92,77,0,0
2020-12-20T06:00,33.1,94,76,0,0
2020-12-20T07:00,33.1,94,73,0,0
2020-12-20T08:00,33.3,92,57,9,19
2020-12-20T09:00,38.4,87,46,60,82
2020-12-20T10:00,41.9,80,2,179,106
2020-12-20T11:00,46.2,74,2,264,112
2020-12-20T12:00,50.1,63,0,433,74
2020-12-20T13:00,54.5,50,0,425,77
2020-12-20T14:00,55,54,0,362,73
2020-12-20T15:00,55.4,53,0,260,64
2020-12-20T16:00,55,62,0,124,47
2020-12-20T17:00,49.9,78,0,16,12
2020-12-20T18:00,47.4,80,0,0,0
2020-12-20T19:00,42.7,93,0,0,0
2020-12-20T20:00,42.4,91,0,0,0
2020-12-20T21:00,41.7,92,0,0,0
2020-12-20T22:00,41.5,88,0,0,0
2020-12-20T23:00,42,89,0,0,0
2020-12-21T00:00,40.2,89,0,0,0
2020-12-21T01:00,39,90,0,0,0
2020-12-21T02:00,38,87,18,0,0
2020-12-21T03:00,38.1,86,12,0,0
2020-12-21T04:00,35.1,85,20,0,0
2020-12-21T05:00,33.5,85,24,0,0
2020-12-21T06:00,33.1,85,25,0,0
2020-12-21T07:00,33.1,84,27,0,0
2020-12-21T08:00,35.2,79,28,20,14
2020-12-21T09:00,40.8,68,16,126,52
2020-12-21T10:00,46.9,59,3,269,65
2020-12-21T11:00,49.8,54,0,372,74
2020-12-21T12:00,54.8,46,0,425,76
2020-12-21T13:00,59.3,39,1,426,76
2020-12-21T14:00,58.1,44,0,366,73
2020-12-21T15:00,58.4,43,0,257,65
2020-12-21T16:00,55.6,51,0,124,47
2020-12-21T17:00,49.7,62,0,16,12
2020-12-21T18:00,48.4,67,0,0,0
2020-12-21T19:00,43.9,81,0,0,0
2020-12-21T20:00,40.7,85,1,0,0
2020-12-21T21:00,38.8,88,25,0,0
2020-12-21T22:00,39,88,12,0,0
2020-12-21T23:00,39.1,87,2,0,0
2020-12-22T00:00,38.2,88,4,0,0
2020-12-22T01:00,36.4,87,0,0,0
2020-12-22T02:00,37.9,89,0,0,0
2020-12-22T03:00,39.8,78,0,0,0
2020-12-22T04:00,39.6,78,0,0,0
2020-12-22T05:00,39.3,79,0,0,0
2020-12-22T06:00,39.4,81,0,0,0
2020-12-22T07:00,37.9,79,0,0,0
2020-12-22T08:00,40.4,73,1,20,13
2020-12-22T09:00,44.8,65,9,131,49
2020-12-22T10:00,48.4,61,2,252,67
2020-12-22T11:00,54.1,60,0,359,79
2020-12-22T12:00,55.7,61,1,414,79
2020-12-22T13:00,56.6,52,0,423,77
2020-12-22T14:00,58.5,47,0,365,74
2020-12-22T15:00,58.5,53,0,261,64
2020-12-22T16:00,54.8,60,0,125,48
2020-12-22T17:00,52.1,68,0,17,12
2020-12-22T18:00,50.2,76,0,0,0
2020-12-22T19:00,46.3,83,0,0,0
2020-12-22T20:00,44.5,86,0,0,0
2020-12-22T21:00,43.2,86,0,0,0
2020-12-22T22:00,43,86,0,0,0
2020-12-22T23:00,40.8,86,0,0,0
2020-12-23T00:00,43.9,82,0,0,0
2020-12-23T01:00,43,84,0,0,0
2020-12-23T02:00,43.7,86,61,0,0
2020-12-23T03:00,41.4,91,45,0,0
2020-12-23T04:00,38.8,93,31,0,0
2020-12-23T05:00,37.9,93,18,0,0
2020-12-23T06:00,37.7,92,18,0,0
2020-12-23T07:00,38.5,88,13,0,0
2020-12-23T08:00,41.1,87,76,19,14
2020-12-23T09:00,44.2,77,0,133,47
2020-12-23T10:00,47.7,67,0,266,66
2020-12-23T11:00,49.5,61,18,372,74
2020-12-23T12:00,51.5,56,26,412,87
2020-12-23T13:00,54.1,50,30,414,85
2020-12-23T14:00,55.4,44,30,349,87
2020-12-23T15:00,55.8,42,30,216,94
2020-12-23T16:00,53.8,49,30,91,69
2020-12-23T17:00,49.8,57,30,8,19
2020-12-23T18:00,53.2,50,30,0,0
2020-12-23T19:00,44.6,73,30,0,0
2020-12-23T20:00,43.2,77,30,0,0
2020-12-23T21:00,40.6,84,30,0,0
2020-12-23T22:00,40.1,82,30,0,0
2020-12-23T23:00,41.2,80,30,0,0
2020-12-24T00:00,42,80,30,0,0
2020-12-24T01:00,41.4,76,29,0,0
2020-12-24T02:00,39.7,84,30,0,0
2020-12-24T03:00,39.4,83,30,0,0
2020-12-24T04:00,38.3,82,30,0,0
2020-12-24T05:00,38.1,82,30,0,0
2020-12-24T06:00,37.4,80,30,0,0
2020-12-24T07:00,36.8,84,30,0,0
2020-12-24T08:00,39.2,78,30,3,21
2020-12-24T09:00,43.8,66,30,46,92
2020-12-24T10:00,47.4,53,29,48,173
2020-12-24T11:00,49.2,49,30,89,209
2020-12-24T12:00,51.4,45,30,122,234
2020-12-24T13:00,53.8,38,32,77,244
2020-12-24T14:00,57.1,38,30,71,215
2020-12-24T15:00,57.4,38,30,64,171
2020-12-24T16:00,57.1,38,23,40,93
2020-12-24T17:00,57.7,41,3,10,18
2020-12-24T18:00,56,44,13,0,0
2020-12-24T19:00,45.1,69,32,0,0
2020-12-24T20:00,45.7,68,29,0,0
2020-12-24T21:00,44.4,71,16,0,0
2020-12-24T22:00,41.2,80,2,0,0
2020-12-24T23:00,43.1,75,9,0,0
2020-12-25T00:00,44.1,74,33,0,0
2020-12-25T01:00,41.9,79,42,0,0
2020-12-25T02:00,40.6,73,22,0,0
2020-12-25T03:00,40.6,67,0,0,0
2020-12-25T04:00,41.1,63,20,0,0
2020-12-25T05:00,41.4,64,35,0,0
2020-12-25T06:00,41.1,64,85,0,0
2020-12-25T07:00,42.1,61,87,0,0
2020-12-25T08:00,44.7,57,77,5,13
2020-12-25T09:00,48.3,50,52,53,79
2020-12-25T10:00,50.9,46,76,189,98
2020-12-25T11:00,53.5,43,54,6,106
2020-12-25T12:00,55.9,44,45,91,202
2020-12-25T13:00,61.5,30,31,95,111
2020-12-25T14:00,62.3,34,13,170,114
2020-12-25T15:00,63.1,35,15,146,79
2020-12-25T16:00,62.2,38,17,81,51
2020-12-25T17:00,60.3,42,45,13,11
2020-12-25T18:00,58.2,46,48,0,0
2020-12-25T19:00,54.9,57,37,0,0
2020-12-25T20:00,54.8,55,29,0,0
2020-12-25T21:00,53.1,59,25,0,0
2020-12-25T22:00,53.4,59,21,0,0
2020-12-25T23:00,52.1,64,29,0,0
2020-12-26T00:00,52.3,66,39,0,0
2020-12-26T01:00,50.1,76,47,0,0
2020-12-26T02:00,52.3,67,65,0,0
2020-12-26T03:00,52,71,93,0,0
2020-12-26T04:00,52.5,76,47,0,0
2020-12-26T05:00,53.2,79,74,0,0
2020-12-26T06:00,52.3,80,41,0,0
2020-12-26T07:00,51.8,83,33,0,0
2020-12-26T08:00,50.7,82,56,7,16
2020-12-26T09:00,54.1,80,88,43,67
2020-12-26T10:00,56.8,75,79,129,111
2020-12-26T11:00,58.8,69,57,93,141
